Date.1,S&P 500 ATM Implied Volatility,,Date.2,ATM Implied Volatility for Options on TY Notes,,Date.3,ATM Implied Volatility for Options on Crude Oil Futures,,Date.4,ATM Implied Volatility for Options on Gold Futures,,Date.5,ATM Implied Volatility for Options on Euro Currency Futures,,Date.6,ATM Implied Volatility for Options on Corn Currency Futures
20060921,10.773,,20060920,3.757,,20050928,39.50659,,20080903,26.889,,20141021,8.7471,,20060922,24.005
20060922,11.128,,20060921,3.894,,20050929,39.6128,,20080904,27.423,,20141022,8.45718,,20060925,23.593
20060925,10.543,,20060922,4.474,,20050930,39.0452,,20080905,26.81,,20141023,8.28934,,20060926,23.83
20060926,9.791,,20060925,4.528,,20051003,38.84749,,20080908,27.37,,20141024,8.19016,,20060927,23.265
20060927,9.516,,20060926,4.253,,20051004,38.8805,,20080909,27.65,,20141027,8.44955,,20060928,26.569
20060928,9.872,,20060927,4.184,,20051005,38.57289,,20080910,29.78,,20141028,7.95364,,20060929,25.821
20060929,10.283,,20060928,3.993,,20051006,39.03789,,20080911,29.51,,20141029,8.09097,,20061002,27.256
20061002,10.553,,20060929,3.94,,20051007,38.15549,,20080912,29.82,,20141030,8.64029,,20061003,27.126
20061003,10.026,,20061002,4.047,,20051010,36.4639,,20080915,29.63,,20141031,7.70187,,20061004,26.668
20061004,9.911,,20061003,3.841,,20051011,36.19839,,20080916,32.33,,20141103,8.37326,,20061005,28.743
20061005,10.288,,20061004,4.116,,20051012,36.02999,,20080917,34.08,,20141104,8.46481,,20061006,29.216
20061006,9.516,,20061005,4.032,,20051013,34.527,,20080918,38.36,,20141105,8.89969,,20061009,33.657
20061009,9.565,,20061006,3.91,,20051014,33.70489,,20080919,44.59,,20141106,8.95309,,20061010,34.198
20061010,10.476,,20061009,3.91,,20051017,35.5595,,20080922,41.66,,20141107,7.98416,,20061011,38.227
20061011,10.502,,20061010,4.1,,20051018,36.20759,,20080923,44.93,,20141110,7.93839,,20061012,40.119
20061012,10.038,,20061011,4.138,,20051019,36.7806,,20080924,39.42,,20141111,7.93839,,20061013,41.194
20061013,9.462,,20061012,4.1,,20051020,36.32109,,20080925,37.19,,20141112,8.29697,,20061016,40.073
20061016,9.919,,20061013,4.1,,20051021,36.00989,,20080926,36.67,,20141113,8.00705,,20061017,40.149
20061017,10.548,,20061016,4.367,,20051024,36.95819,,20080929,39.83,,20141114,8.48007,,20061018,37.654
20061018,10.17,,20061017,4.566,,20051025,36.6836,,20080930,50.2,,20141117,8.81577,,20061019,34.709
20061019,9.707,,20061018,3.574,,20051026,35.9183,,20081001,41.8,,20141118,8.4877,,20061020,31.284
20061020,9.349,,20061019,3.513,,20051027,34.6478,,20081002,42.95,,20141119,8.38089,,20061023,32.207
20061023,9.85,,20061020,3.398,,20051028,33.86059,,20081003,45.79,,20141120,8.60214,,20061024,32.215
20061024,9.418,,20061023,3.726,,20051031,35.1128,,20081006,41.58,,20141121,9.58633,,20061025,34.549
20061025,9.511,,20061024,3.566,,20051101,34.7064,,20081007,46.83,,20141124,10.0212,,20061026,34.458
20061026,9.565,,20061025,3.543,,20051102,32.51679,,20081008,45.7,,20141125,10.1509,,20061027,35.526
20061027,9.61,,20061026,3.765,,20051103,31.8467,,20081009,47.26,,20141126,9.99832,,20061030,33.481
20061030,9.873,,20061027,3.711,,20051104,30.75559,,20081010,46.84,,20141127,10.6087,,20061031,30.551
20061031,9.905,,20061030,3.787,,20051107,31.2206,,20081013,56.83,,20141128,10.5476,,20061101,31.757
20061101,10.145,,20061031,3.932,,20051108,29.3337,,20081014,54.42,,20141201,8.45718,,20061102,38.204
20061102,10.16,,20061101,4.1,,20051109,28.00849,,20081015,47.94,,20141202,8.95309,,20061103,37.563
20061103,9.394,,20061102,3.826,,20051110,35.0396,,20081016,45.41,,20141203,9.12857,,20061106,37.563
20061106,9.595,,20061103,3.574,,20051111,33.98139,,20081017,46.99,,20141204,8.12912,,20061107,41.477
20061107,10.304,,20061106,14.942,,20051114,34.0326,,20081020,51.96,,20141205,8.02994,,20061108,43.338
20061108,9.857,,20061107,3.612,,20051115,35.05789,,20081021,45.03,,20141208,7.96127,,20061109,29.186
20061109,10.1,,20061108,3.765,,20051116,34.8711,,20081022,45.19,,20141209,8.37326,,20061110,25.936
20061110,10.128,,20061109,3.589,,20051117,34.53609,,20081023,51.46,,20141210,8.58688,,20061113,28.064
20061113,10.059,,20061110,3.459,,20051118,34.36399,,20081024,47.74,,20141211,8.73184,,20061114,30.918
20061114,9.676,,20061113,4.146,,20051121,32.63759,,20081027,54.66,,20141212,8.66318,,20061115,31.551
20061115,9.332,,20061114,3.902,,20051122,31.92729,,20081028,58.83,,20141215,8.53348,,20061116,29.621
20061116,9.343,,20061115,4.039,,20051123,32.02249,,20081029,59.6,,20141216,8.8768,,20061117,30.673
20061117,9.02,,20061116,3.925,,20051124,32.0225,,20081030,62.14,,20141217,8.6937,,20061120,31.398
20061120,8.899,,20061117,3.993,,20051125,32.0225,,20081031,57.34,,20141218,9.30405,,20061121,30.735
20061121,8.617,,20061120,3.894,,20051128,34.4318,,20081103,57.63,,20141219,8.66318,,20061122,30.879
20061122,8.706,,20061121,3.879,,20051129,35.03219,,20081104,55.89,,20141222,9.12857,,20061123,30.879
20061123,8.706,,20061122,3.833,,20051130,35.13479,,20081105,54.33,,20141223,9.30405,,20061124,30.918
20061124,9.038,,20061123,3.833,,20051201,34.743,,20081106,48.49,,20141224,8.91495,,20061127,31.078
20061127,10.837,,20061124,4.261,,20051202,33.5457,,20081107,49.45,,20141225,9.21249,,20061128,29.758
20061128,10.005,,20061127,4.322,,20051205,32.48379,,20081110,43.77,,20141226,8.89206,,20061129,29.933
20061129,9.343,,20061128,4.268,,20051206,32.7694,,20081111,48.64,,20141229,10.1891,,20061130,30.948
20061130,9.42,,20061129,4.238,,20051207,31.9493,,20081112,47.85,,20141230,9.51767,,20061201,30.971
20061201,10.072,,20061130,4.528,,20051208,30.64579,,20081113,54.36,,20141231,9.63974,,20061204,29.689
20061204,9.742,,20061201,4.528,,20051209,30.329,,20081114,49.69,,20150101,10.2272,,20061205,29.155
20061205,9.794,,20061204,4.581,,20051212,30.4242,,20081117,49.78,,20150102,9.8381,,20061206,26.988
20061206,10.031,,20061205,4.581,,20051213,30.0032,,20081118,44.67,,20150105,10.006,,20061207,27.21
20061207,10.965,,20061206,4.634,,20051214,28.68029,,20081119,48.76,,20150106,10.006,,20061208,26.409
20061208,10.369,,20061207,4.787,,20051215,28.4405,,20081120,48.76,,20150107,10.4179,,20061211,26.683
20061211,10.485,,20061208,4.344,,20051216,29.4838,,20081121,46.32,,20150108,10.1662,,20061212,27.187
20061212,10.083,,20061211,4.405,,20051219,31.4916,,20081124,48.72,,20150109,9.92203,,20061213,26.531
20061213,9.597,,20061212,4.055,,20051220,31.5886,,20081125,45.6,,20150112,10.1433,,20061214,26.409
20061214,8.795,,20061213,3.948,,20051221,32.12129,,20081126,45.55,,20150113,10.4561,,20061215,26.699
20061215,8.975,,20061214,3.826,,20051222,31.42569,,20081127,45.55,,20150114,10.6621,,20061218,26.653
20061218,9.125,,20061215,3.955,,20051223,30.63839,,20081128,44.4,,20150115,14.4615,,20061219,27.194
20061219,8.962,,20061218,3.879,,20051227,31.1511,,20081201,45.8,,20150116,14.6141,,20061220,27.584
20061220,8.839,,20061219,3.81,,20051228,30.968,,20081202,44.18,,20150119,15.7967,,20061221,25.783
20061221,9.24,,20061220,3.62,,20051229,30.77389,,20081203,40.59,,20150120,14.5073,,20061222,27.568
20061222,9.691,,20061221,3.726,,20051230,27.8071,,20081204,41.32,,20150121,15.5754,,20061226,28.171
20061226,9.324,,20061222,3.871,,20060102,27.8071,,20081205,40.26,,20150122,13.1111,,20061227,27.79
20061227,8.667,,20061226,3.871,,20060103,31.0375,,20081208,41.3,,20150123,16.0408,,20061228,27.423
20061228,8.916,,20061227,4.001,,20060104,30.17709,,20081209,38.86,,20150126,15.4915,,20061229,28.049
20061229,9.593,,20061228,4.055,,20060105,28.66379,,20081210,39.13,,20150127,15.0719,,20070102,28.049
20070103,10.272,,20061229,3.993,,20060106,27.62039,,20081211,40.26,,20150128,14.3242,,20070103,28.049
20070104,9.541,,20070102,4.604,,20060109,29.0921,,20081212,40.8,,20150129,13.1645,,20070104,28.049
20070105,10.587,,20070103,4.39,,20060110,29.0701,,20081215,40.36,,20150130,12.516,,20070105,28.049
20070108,10.461,,20070104,4.299,,20060111,28.0323,,20081216,34.94,,20150202,12.2185,,20070108,28.049
20070109,10.915,,20070105,3.78,,20060112,28.294,,20081217,40.95,,20150203,11.9209,,20070109,28.049
20070110,10.44,,20070108,3.856,,20060113,28.2922,,20081218,40.85,,20150204,11.9286,,20070110,28.049
20070111,9.84,,20070109,3.627,,20060116,28.2922,,20081219,38.97,,20150205,12.3253,,20070111,28.049
20070112,9.147,,20070110,3.772,,20060117,30.5268,,20081222,38.21,,20150206,11.8217,,20070112,28.049
20070115,9.147,,20070111,3.91,,20060118,31.49519,,20081223,35.67,,20150209,13.1264,,20070115,28.049
20070116,9.445,,20070112,3.864,,20060119,30.492,,20081224,37.1,,20150210,13.0043,,20070116,28.049
20070117,9.387,,20070115,3.864,,20060120,31.184,,20081226,36.16,,20150211,12.7754,,20070117,28.049
20070118,9.388,,20070116,4.138,,20060123,31.3451,,20081229,39.41,,20150212,12.0735,,20070118,28.049
20070119,9.008,,20070117,3.879,,20060124,31.07049,,20081230,37.52,,20150213,11.158,,20070119,28.049
20070122,9.303,,20070118,3.849,,20060125,30.34189,,20081231,39.25,,20150216,12.0659,,20070122,28.049
20070123,8.678,,20070119,3.757,,20060126,29.63019,,20090102,35.99,,20150217,12.0735,,20070123,28.049
20070124,8.31,,20070122,3.635,,20060127,27.9426,,20090105,34.18,,20150218,11.692,,20070124,28.049
20070125,9.631,,20070123,3.704,,20060130,28.97859,,20090106,35.74,,20150219,11.776,,20070125,28.049
20070126,9.468,,20070124,3.711,,20060131,28.93829,,20090107,33.62,,20150220,12.7983,,20070126,28.049
20070129,10.154,,20070125,3.81,,20060201,28.1256,,20090108,34.01,,20150223,11.8904,,20070129,28.049
20070130,9.57,,20070126,3.757,,20060202,29.7437,,20090109,34.94,,20150224,10.5476,,20070130,28.049
20070131,9.114,,20070129,3.871,,20060203,28.54299,,20090112,35.25,,20150225,9.20486,,20070131,28.049
20070201,8.71,,20070130,3.925,,20060206,28.06699,,20090113,34.75,,20150226,11.0664,,20070201,29.735
20070202,8.305,,20070131,3.833,,20060207,30.27589,,20090114,34.79,,20150227,9.35745,,20070202,30.33
20070205,8.783,,20070201,3.917,,20060208,29.4069,,20090115,32.42,,20150302,9.54819,,20070205,30.284
20070206,9.268,,20070202,3.536,,20060209,29.67049,,20090116,32.64,,20150303,9.3956,,20070206,28.614
20070207,9.231,,20070205,3.421,,20060210,29.20919,,20090119,32.64,,20150304,10.2043,,20070207,28.354
20070208,9.138,,20070206,3.726,,20060213,28.6821,,20090120,35.64,,20150305,9.7847,,20070208,29.804
20070209,9.786,,20070207,3.94,,20060214,28.83399,,20090121,34.91,,20150306,10.0365,,20070209,28.789
20070212,10.34,,20070208,3.833,,20060215,30.0123,,20090122,32.84,,20150309,9.98306,,20070212,26.775
20070213,8.839,,20070209,3.673,,20060216,29.34099,,20090123,36,,20150310,11.6692,,20070213,25.806
20070214,8.924,,20070212,4.1,,20060217,31.07049,,20090126,37.95,,20150311,13.7672,,20070214,30.223
20070215,9.085,,20070213,4.199,,20060220,31.0705,,20090127,38.35,,20150312,13.4163,,20070215,29.399
20070216,8.709,,20070214,3.803,,20060221,31.00819,,20090128,37.53,,20150313,13.7978,,20070216,30.017
20070219,8.709,,20070215,3.993,,20060222,30.96069,,20090129,37.74,,20150316,13.6909,,20070219,30.017
20070220,9.177,,20070216,3.94,,20060223,30.81419,,20090130,37.83,,20150317,14.0953,,20070220,30.117
20070221,8.976,,20070219,3.94,,20060224,32.3044,,20090202,38.76,,20150318,11.9514,,20070221,30.933
20070222,9.043,,20070220,4.055,,20060227,32.43619,,20090203,38.13,,20150319,13.4544,,20070222,31.948
20070223,9.294,,20070221,3.986,,20060228,31.9053,,20090204,38.49,,20150320,12.6839,,20070223,32.321
20070226,9.898,,20070222,3.91,,20060301,31.07419,,20090205,38.62,,20150323,14.8811,,20070226,31.978
20070227,17.846,,20070223,4.093,,20060302,30.09289,,20090206,37.96,,20150324,13.4773,,20070227,32.413
20070228,14.895,,20070226,4.306,,20060303,29.56439,,20090209,37.44,,20150325,11.6081,,20070228,34.526
20070301,15.745,,20070227,5.039,,20060306,31.909,,20090210,36.72,,20150326,13.0348,,20070301,36.472
20070302,19.111,,20070228,4.81,,20060307,32.4509,,20090211,36.43,,20150327,12.0354,,20070302,35.045
20070305,16.909,,20070301,5.229,,20060308,33.32229,,20090212,37.32,,20150330,12.9051,,20070305,35.739
20070306,13.654,,20070302,5.71,,20060309,29.59729,,20090213,38.51,,20150331,12.8365,,20070306,34.221
20070307,13.517,,20070305,5.657,,20060310,28.9713,,20090217,36.41,,20150401,12.3253,,20070307,33.29
20070308,12.359,,20070306,5.062,,20060313,29.93409,,20090218,36.73,,20150402,12.5999,,20070308,32.611
20070309,11.981,,20070307,5.252,,20060314,29.5351,,20090219,34.31,,20150403,11.7149,,20070309,30.956
20070312,11.864,,20070308,5.237,,20060315,29.4435,,20090220,36.19,,20150406,11.1885,,20070312,32.176
20070313,15.14,,20070309,4.474,,20060316,29.45999,,20090223,37.99,,20150407,11.364,,20070313,33.077
20070314,14.045,,20070312,5.352,,20060317,28.7919,,20090224,39.02,,20150408,10.9901,,20070314,34.893
20070315,13.245,,20070313,5.802,,20060320,30.47179,,20090225,39.43,,20150409,11.7683,,20070315,35.091
20070316,14.178,,20070314,4.703,,20060321,30.49559,,20090226,43.96,,20150410,11.7226,,20070316,34.29
20070319,12.675,,20070315,4.535,,20060322,30.33449,,20090227,35.83,,20150413,12.3787,,20070319,34.809
20070320,11.272,,20070316,4.566,,20060323,29.8096,,20090302,36.69,,20150414,12.0049,,20070320,34.343
20070321,10.085,,20070319,4.589,,20060324,28.5851,,20090303,43.85,,20150415,12.104,,20070321,33.969
20070322,10.813,,20070320,4.451,,20060327,29.7145,,20090304,34.4,,20150416,13.1493,,20070322,33.733
20070323,11.049,,20070321,4.398,,20060328,30.31259,,20090305,32.96,,20150417,12.989,,20070323,33.084
20070326,11.139,,20070322,4.344,,20060329,30.0636,,20090306,32,,20150420,13.3705,,20070326,35.511
20070327,11.78,,20070323,4.444,,20060330,29.7254,,20090309,34.55,,20150421,13.4392,,20070327,39.424
20070328,13.1,,20070326,4.68,,20060331,29.75839,,20090310,29.19,,20150422,13.2484,,20070328,36.289
20070329,13.057,,20070327,4.97,,20060403,30.03059,,20090311,29.02,,20150423,13.2637,,20070329,39.531
20070330,12.597,,20070328,4.749,,20060404,29.28249,,20090312,32.76,,20150424,13.4697,,20070330,22.296
20070402,12.335,,20070329,4.489,,20060405,29.0116,,20090313,28.08,,20150427,13.9122,,20070402,35.366
20070403,11.251,,20070330,4.695,,20060406,28.9237,,20090316,30.13,,20150428,12.8059,,20070403,32.611
20070404,10.377,,20070402,4.566,,20060407,25.72039,,20090317,27.56,,20150429,13.4163,,20070404,34.16
20070405,9.725,,20070403,4.375,,20060410,28.33799,,20090318,30.38,,20150430,15.4152,,20070405,34.915
20070406,9.725,,20070404,4.505,,20060411,27.8712,,20090319,38.07,,20150501,12.8441,,20070406,34.915
20070409,10.783,,20070405,4.398,,20060412,26.9249,,20090320,36.78,,20150504,13.2408,,20070409,33.512
20070410,10.945,,20070406,3.971,,20060413,26.729,,20090323,58.91,,20150505,12.928,,20070410,35.861
20070411,11.569,,20070409,4.047,,20060414,26.729,,20090324,40.48,,20150506,13.2713,,20070411,37.487
20070412,10.996,,20070410,4.085,,20060417,27.1793,,20090325,35.28,,20150507,13.2103,,20070412,39.638
20070413,10.55,,20070411,3.871,,20060418,28.9603,,20090326,35.26,,20150508,11.2953,,20070413,41.141
20070416,10.144,,20070412,3.803,,20060419,29.01709,,20090327,35.44,,20150511,11.631,,20070416,40.637
20070417,10.213,,20070413,3.696,,20060420,28.93829,,20090330,34.42,,20150512,11.5089,,20070417,38.41
20070418,10.587,,20070416,3.78,,20060421,29.02249,,20090331,31.99,,20150513,11.2038,,20070418,37.67
20070419,10.827,,20070417,3.871,,20060424,29.374,,20090401,34.31,,20150514,11.837,,20070419,39.279
20070420,9.929,,20070418,3.772,,20060425,29.8847,,20090402,31.4,,20150515,11.7149,,20070420,39.615
20070423,10.864,,20070419,3.665,,20060426,29.76569,,20090403,33.48,,20150518,12.31,,20070423,40.035
20070424,10.824,,20070420,3.757,,20060427,29.4106,,20090406,31.75,,20150519,13.8283,,20070424,39.63
20070425,11.148,,20070423,3.81,,20060428,28.76449,,20090407,30.62,,20150520,13.6986,,20070425,41.812
20070426,10.604,,20070424,3.826,,20060501,29.169,,20090408,30.48,,20150521,13.0196,,20070426,41.477
20070427,10.321,,20070425,3.704,,20060502,29.31719,,20090409,29.54,,20150522,13.5536,,20070427,41.828
20070430,12.07,,20070426,3.879,,20060503,30.243,,20090410,29.54,,20150525,15.3008,,20070430,40.325
20070501,11.236,,20070427,3.787,,20060504,31.1767,,20090413,28.26,,20150526,15.049,,20070501,40.065
20070502,11.07,,20070430,3.971,,20060505,30.89839,,20090414,28.68,,20150527,14.4463,,20070502,39.051
20070503,11.109,,20070501,3.932,,20060508,31.82839,,20090415,27.22,,20150528,14.4005,,20070503,39.096
20070504,10.494,,20070502,3.643,,20060509,32.0371,,20090416,26.83,,20150529,12.1117,,20070504,39.196
20070507,11.119,,20070503,3.635,,20060510,29.34469,,20090417,27.04,,20150601,13.0653,,20070507,39.02
20070508,11.483,,20070504,3.429,,20060511,29.6394,,20090420,24.76,,20150602,12.8365,,20070508,38.021
20070509,11.275,,20070507,3.406,,20060512,29.4435,,20090421,27.61,,20150603,12.8975,,20070509,38.043
20070510,12.093,,20070508,3.292,,20060515,30.21739,,20090422,24.78,,20150604,13.4621,,20070510,37.181
20070511,11.319,,20070509,3.391,,20060516,30.04159,,20090423,26.31,,20150605,13.5536,,20070511,37.143
20070514,12.27,,20070510,3.253,,20060517,29.568,,20090424,28.44,,20150608,14.2403,,20070514,36.701
20070515,12.267,,20070511,3.2,,20060518,28.74979,,20090427,25.45,,20150609,14.4615,,20070515,36.968
20070516,11.685,,20070514,3.475,,20060519,27.7723,,20090428,25.3,,20150610,14.9498,,20070516,37.212
20070517,11.933,,20070515,3.559,,20060522,28.8761,,20090429,24.87,,20150611,14.3929,,20070517,36.907
20070518,10.543,,20070516,3.353,,20060523,30.0746,,20090430,26.23,,20150612,15.2245,,20070518,36.861
20070521,10.921,,20070517,3.444,,20060524,28.9859,,20090501,25.3,,20150615,15.8195,,20070521,37.799
20070522,11.132,,20070518,3.643,,20060525,28.45509,,20090504,23.46,,20150616,15.0414,,20070522,36.457
20070523,11.246,,20070521,3.589,,20060526,28.1769,,20090505,23.47,,20150617,13.3934,,20070523,36.487
20070524,12.272,,20070522,3.65,,20060529,28.1769,,20090506,26.44,,20150618,13.0119,,20070524,36.983
20070525,11.107,,20070523,3.658,,20060530,29.4106,,20090507,22.9,,20150619,14.0724,,20070525,37.616
20070528,11.107,,20070524,3.658,,20060531,29.90119,,20090508,25.44,,20150622,14.225,,20070528,37.616
20070529,11.349,,20070525,3.574,,20060601,30.027,,20090511,21.09,,20150623,14.0343,,20070529,36.258
20070530,10.611,,20070528,3.574,,20060602,29.0958,,20090512,19.69,,20150624,13.2027,,20070530,40.012
20070531,10.969,,20070529,4.039,,20060605,31.5575,,20090513,19.83,,20150625,13.6528,,20070531,41.332
20070601,10.713,,20070530,3.963,,20060606,31.3085,,20090514,20.31,,20150626,12.0354,,20070601,39.951
20070604,11.743,,20070531,4.154,,20060607,31.5062,,20090515,21.13,,20150629,13.0882,,20070604,40.424
20070605,11.888,,20070601,3.932,,20060608,28.3325,,20090518,18.31,,20150630,13.134,,20070605,39.028
20070606,13.24,,20070604,3.673,,20060609,28.73699,,20090519,21.8,,20150701,12.5389,,20070606,37.189
20070607,14.867,,20070605,3.787,,20060612,29.08839,,20090520,20.55,,20150702,12.2032,,20070607,36.602
20070608,13.084,,20070606,3.971,,20060613,30.12949,,20090521,17.8,,20150703,12.3787,,20070608,36.54
20070611,13.245,,20070607,4.734,,20060614,29.69429,,20090522,22.28,,20150706,12.928,,20070611,37.899
20070612,14.559,,20070608,5.26,,20060615,29.11039,,20090526,25.87,,20150707,13.4392,,20070612,36.937
20070613,12.981,,20070611,4.833,,20060616,26.9724,,20090527,25.03,,20150708,13.5689,,20070613,43.514
20070614,12.163,,20070612,6.656,,20060619,28.0359,,20090528,26.35,,20150709,13.5078,,20070614,43.056
20070615,11.935,,20070613,5.359,,20060620,27.9719,,20090529,26.22,,20150710,12.4168,,20070615,44.75
20070618,11.801,,20070614,4.863,,20060621,27.7632,,20090601,27.41,,20150713,12.2337,,20070618,45.07
20070619,11.118,,20070615,4.306,,20060622,26.006,,20090602,28.01,,20150714,12.1574,,20070619,40.119
20070620,13.017,,20070618,4.329,,20060623,24.94799,,20090603,27.37,,20150715,11.3564,,20070620,43.384
20070621,12.618,,20070619,4.192,,20060626,24.88389,,20090604,26.88,,20150716,11.0207,,20070621,42.911
20070622,14.193,,20070620,4.535,,20060627,24.02179,,20090605,26.95,,20150717,10.273,,20070622,41.278
20070625,15.227,,20070621,4.589,,20060628,23.59709,,20090608,25.78,,20150720,10.1738,,20070625,40.248
20070626,17.001,,20070622,4.741,,20060629,24.9407,,20090609,25.28,,20150721,10.6468,,20070626,39.943
20070627,13.61,,20070625,4.795,,20060630,25.25909,,20090610,24.66,,20150722,11.1198,,20070627,39.844
20070628,13.599,,20070626,4.878,,20060703,25.2591,,20090611,24.62,,20150723,11.3945,,20070628,40.119
20070629,14.318,,20070627,4.886,,20060704,25.2591,,20090612,23.91,,20150724,11.2801,,20070629,38.814
20070702,13.158,,20070628,4.673,,20060705,27.9316,,20090615,23.33,,20150727,12.2337,,20070702,35.999
20070703,12.353,,20070629,4.596,,20060706,25.98769,,20090616,23.23,,20150728,12.0811,,20070703,33.428
20070704,12.353,,20070702,4.558,,20060707,26.7198,,20090617,22.69,,20150729,11.4479,,20070704,33.428
20070705,12.754,,20070703,4.253,,20060710,27.98649,,20090618,21.65,,20150730,12.0811,,20070705,34.877
20070706,11.556,,20070704,4.253,,20060711,27.8547,,20090619,20.57,,20150731,10.4485,,20070706,36.815
20070709,12.093,,20070705,4.749,,20060712,27.69729,,20090622,19.89,,20150803,10.5705,,20070709,35.243
20070710,15.876,,20070706,4.489,,20060713,29.4582,,20090623,19.9,,20150804,10.5247,,20070710,37.96
20070711,14.864,,20070709,4.512,,20060714,31.74049,,20090624,19.35,,20150805,11.0207,,20070711,37.723
20070712,13.95,,20070710,4.993,,20060717,32.38859,,20090625,20.35,,20150806,10.6239,,20070712,37.631
20070713,13.634,,20070711,5.062,,20060718,32.24769,,20090626,19.88,,20150807,10.1051,,20070713,38.417
20070716,14.036,,20070712,4.97,,20060719,30.5652,,20090629,19.38,,20150810,10.0365,,20070716,33.618
20070717,13.872,,20070713,4.749,,20060720,29.90299,,20090630,18.87,,20150811,10.8452,,20070717,34.236
20070718,14.172,,20070716,5.062,,20060721,28.76259,,20090701,18.99,,20150812,10.685,,20070718,34.755
20070719,13.45,,20070717,5.107,,20060724,26.4764,,20090702,18.2,,20150813,10.1814,,20070719,32.939
20070720,15.201,,20070718,4.65,,20060725,22.7038,,20090706,18.18,,20150814,9.63974,,20070720,32.718
20070723,14.759,,20070719,4.528,,20060726,27.13719,,20090707,17.39,,20150817,10.0441,,20070723,30.818
20070724,16.817,,20070720,4.932,,20060727,25.7406,,20090708,17.36,,20150818,10.0288,,20070724,30.735
20070725,16.587,,20070723,5.046,,20060728,21.75569,,20090709,19.49,,20150819,9.79996,,20070725,29.117
20070726,19.421,,20070724,5.176,,20060731,26.7345,,20090710,19.57,,20150820,9.64737,,20070726,30.643
20070727,22.98,,20070725,5.405,,20060801,27.12989,,20090713,17.44,,20150821,10.8681,,20070727,31.131
20070730,19.989,,20070726,6.87,,20060802,28.6217,,20090714,17.55,,20150824,14.3166,,20070730,31.04
20070731,22.291,,20070727,6.389,,20060803,27.86199,,20090715,17.59,,20150825,13.607,,20070731,29.743
20070801,22.492,,20070730,5.878,,20060804,27.3129,,20090716,17.66,,20150826,15.2779,,20070801,28.553
20070802,19.055,,20070731,5.626,,20060807,29.7437,,20090717,16.73,,20150827,14.9498,,20070802,28.743
20070803,22.903,,20070801,6.046,,20060808,28.9274,,20090720,17.24,,20150828,11.7683,,20070803,28.064
20070806,20.704,,20070802,5.84,,20060809,28.68939,,20090721,17.45,,20150831,12.3024,,20070806,28.217
20070807,19.09,,20070803,5.764,,20060810,28.9347,,20090722,16.65,,20150901,12.4321,,20070807,31.681
20070808,19.025,,20070806,5.962,,20060811,28.48259,,20090723,17.05,,20150902,11.9286,,20070808,35.19
20070809,23.515,,20070807,5.588,,20060814,28.64179,,20090724,17.05,,20150903,11.8217,,20070809,35.488
20070810,24.892,,20070808,5.252,,20060815,27.90959,,20090727,16.27,,20150904,11.6692,,20070810,27.645
20070813,22.616,,20070809,6.664,,20060816,26.83149,,20090728,16.27,,20150907,12.2566,,20070813,25.089
20070814,24.391,,20070810,6.641,,20060817,27.1061,,20090729,22.71,,20150908,11.5395,,20070814,23.174
20070815,26.917,,20070813,6.519,,20060818,26.63019,,20090730,22.53,,20150909,11.6005,,20070815,26.096
20070816,26.675,,20070814,6.58,,20060821,27.4776,,20090731,22.52,,20150910,11.7149,,20070816,27.904
20070817,25.344,,20070815,6.229,,20060822,26.5844,,20090803,22.52,,20150911,11.6768,,20070817,28.659
20070820,23.515,,20070816,6.999,,20060823,26.02429,,20090804,22.71,,20150914,11.8141,,20070820,27.843
20070821,22.789,,20070817,6.511,,20060824,26.006,,20090805,24.24,,20150915,11.6844,,20070821,28.247
20070822,16.668,,20070820,6.862,,20060825,26.62829,,20090806,23.92,,20150916,11.7683,,20070822,29.499
20070823,16.62,,20070821,6.839,,20060828,26.69969,,20090807,23.23,,20150917,10.5171,,20070823,29.399
20070824,14.99,,20070822,6.587,,20060829,26.67589,,20090810,22.76,,20150918,10.0212,,20070824,28.522
20070827,16.662,,20070823,6.45,,20060830,26.82229,,20090811,22.66,,20150921,10.6087,,20070827,28.934
20070828,19.489,,20070824,5.954,,20060831,26.35379,,20090812,22.68,,20150922,11.2343,,20070828,28.125
20070829,17.626,,20070827,5.947,,20060901,26.222,,20090813,22.43,,20150923,10.7841,,20070829,27.942
20070830,18.933,,20070828,6.366,,20060904,26.222,,20090814,21.96,,20150924,10.5858,,20070830,28.316
20070831,17.415,,20070829,6.313,,20060905,27.86199,,20090817,22.74,,20150925,10.6239,,20070831,28.644
20070903,17.415,,20070830,6.603,,20060906,27.9426,,20090818,22,,20150928,11.1122,,20070903,28.644
20070904,17.218,,20070831,5.596,,20060907,27.59849,,20090819,22.43,,20150929,11.1809,,20070904,29.766
20070905,18.658,,20070903,5.596,,20060908,26.55139,,20090820,21.99,,20150930,10.9444,,20070905,29.712
20070906,18.163,,20070904,6.786,,20060911,28.2098,,20090821,21.94,,20151001,10.2348,,20070906,29.354
20070907,20.012,,20070905,7.167,,20060912,30.43519,,20090824,21.91,,20151002,9.86862,,20070907,30.101
20070910,25.067,,20070906,6.893,,20060913,30.481,,20090825,21.69,,20151005,9.89151,,20070910,30.086
20070911,22.661,,20070907,6.649,,20060914,30.46999,,20090826,21.97,,20151006,9.79996,,20070911,29.621
20070912,22.721,,20070910,7.869,,20060915,30.9167,,20090827,22.01,,20151007,9.64737,,20070912,30.048
